phylum,class,order,family,genus,species,common name,study sample sex,study sample size,body mass (kg),metabolic rate (W),mass-specific metabolic rate (W/kg),brain size (kg),brain size - method
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,male,1,0.00028,0.001148698,4.102494125,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,male,1,0.000252,0.000829615,3.292124915,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,male,1,0.000254,0.000446716,1.758724516,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,female,1,0.001402,0.001084882,0.773810114,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,female,1,0.001271,0.002297397,1.807550519,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,male,1,0.000412,0.001659231,4.027259605,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris jacunda,0,male,1,0.000272,0.000765799,2.815437145,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris belti,0,male,1,0.000665,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris fieldi,0,male,1,0.000394,0.001148698,2.915478058,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,female,1,0.000874,0.001467781,1.67938356,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,female,1,0.000576,0.000765799,1.329511985,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,male,1,0.000294,0.000574349,1.953568631,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,male,1,0.000415,0.001850681,4.459471525,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,,1,0.00034,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,male,1,0.000345,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris zugana,0,female,1,0.000575,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Automerina,Automerina auletes,0,female,1,0.00072,0.001914497,2.65902397,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Pseudoautomeris,Pseudoautomeris salmonea,0,male,1,0.00048,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Dirphea,Dirphea agis,0,male,1,0.000197,0.000510533,2.591536052,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia praeda,0,male,1,0.000139,0.001212515,8.723128995,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia praeda,0,male,1,0.000153,0.000510533,3.336814394,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,,1,0.000771,0.001659231,2.152050528,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,,1,0.000332,0.000765799,2.306623203,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,,1,0.000399,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,female,1,6.20E-05,0.000957249,15.43949402,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,male,1,9.10E-05,0.000574349,6.311529423,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,male,1,6.10E-05,0.00019145,3.138520096,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,male,1,8.80E-05,0.000446716,5.076318488,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hylesia,Hylesia sp.,0,,1,0.000269,0.000446716,1.660654375,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyperchirica,Hyperchirica nausica,0,male,1,0.000216,0.001148698,5.31804794,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Hyperchirica,Hyperchirica nausica,0,male,1,0.000183,0.000510533,2.789795641,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis,Imperial Moth,male,1,0.00112,0.002999379,2.678016998,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis,Imperial Moth,male,1,0.000838,0.002680296,3.198444107,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Eacles,Eacles imperialis,Imperial Moth,male,1,0.001357,0.004722427,3.480049057,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Sphingicampa,Sphingicampa quadrilineata,0,male,1,0.000818,0.002252725,2.753942674,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Syssphinx,Syssphinx molina,0,female,1,0.002205,0.004550122,2.063547309,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Syssphinx,Syssphinx molina,0,female,1,0.001436,0.003280172,2.284242318,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Syssphinx,Syssphinx molina,0,female,1,0.00163,0.006202971,3.805503753,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia subungulata,0,male,1,0.000312,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia subungulata,0,male,1,0.000487,0.001952787,4.009829987,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,,1,0.001648,0.002054894,1.246901532,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,female,1,0.001381,0.00238674,1.728269309,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,,1,0.000802,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,male,1,0.000427,0.00204213,4.782506812,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,male,1,0.000694,0.001340148,1.931049108,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Adeloneivaia,Adeloneivaia boisduvalii,0,female,1,0.00102,0.001659231,1.626697017,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Rhescyntis,Rhescyntis hippodamia,0,male,1,0.001142,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Titaea,Titaea tamerlan,0,male,1,0.00107,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildea,Rothschildea orizaba,0,female,1,0.000891,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildea,Rothschildea orizaba,0,,1,0.001132,,,,
Arthropoda,Insecta,Lepidoptera,Saturniidae,Rothschildea,Rothschildea orizaba,0,,1,0.001199,,,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,,1,0.001737,0.007664371,4.41241836,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,male,1,0.001607,0.003982154,2.478005163,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,,1,0.003107,0.004671373,1.503499617,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,male,1,0.000856,0.001710284,1.997995581,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,female,1,0.001624,0.001780482,1.096356189,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,female,1,0.001146,0.003184447,2.778749657,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,,1,0.001872,0.003331225,1.779500657,,
Arthropoda,Insecta,Lepidoptera,Cossidae,Neocossus,Neocossus sp.,0,,1,0.002224,0.007543119,3.391690287,,
Arthropoda,Insecta,Lepidoptera,Megalpygidae,Megalpyge,Megalpyge sp.,0,female,1,0.000218,,,,
Arthropoda,Insecta,Lepidoptera,Megalpygidae,Megalpyge,Megalpyge sp.,0,female,1,0.000627,0.001646468,2.625945203,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Lirimiris,Lirimiris sp.,0,male,1,0.000564,0.001863444,3.30397872,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Hapigia,Hapigia simplex,0,male,1,0.000478,0.001671994,3.497895967,,
Arthropoda,Insecta,Lepidoptera,Notodontidae,Apetaloides,Apetaloides firmiana,0,male,1,0.000169,0.000874287,5.173296339,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Euglyphis,Euglyphis sp.,0,male,1,8.70E-05,0.000433953,4.987962206,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Artace,Artace sp.,0,,1,0.000119,0.00026803,2.252349716,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Artace,Artace sp.,0,male,1,0.000141,,,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Artace,Artace sp.,0,male,1,0.000145,0.000427571,2.948765892,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Artace,Artace sp.,0,,1,0.00014,,,,
Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Artace,Artace sp.,0,,1,9.70E-05,,,,
Arthropoda,Insecta,Hemiptera,Cicadidae,Diceroprocta,Diceroprocta apache,Citrus Cicada,,12,0.000622,0.001539371,2.474873734,,
Arthropoda,Insecta,Blattodea,Blaberidae,Gromphadorhina,Gromphadorhina portentosa,Madagascar Hissing Cockroach,male,7,0.00495,0.005225,1.055555556,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus detritus,Namib Desert Dune Ant,,33,,4.98E-05,,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Myrmica,Myrmica rubra,rubra-group Myrmica,,32,9.20E-07,6.70E-06,7.277777778,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,Tetramorium caespitum,Pavement Ants,,33,2.30E-07,2.39E-06,10.38888889,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus herculeanus,Hercules Carpenter Ant,,31,6.71E-06,7.53E-05,11.22222222,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Lasius niger,Black Garden Ant,,42,5.80E-07,5.96E-06,10.27777778,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Lasius alienus,Woodland Fuzzy Ant,,99,4.60E-07,6.01E-06,13.05555556,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Lasius,Lasius flavus,Yellow Meadow Ant,,32,8.60E-07,1.13E-05,13.16666667,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica exsecta,exsecta-group Wood and Mound Ants,,33,1.35E-06,2.17E-05,16.05555556,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica pratensis,Black-backed meadow ant,,45,2.39E-06,3.09E-05,12.94444444,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Formica,Formica fusca,fusca-group Field Ants and Allies,,32,1.47E-06,9.56E-06,6.5,,
Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila nikkananu,0,female,11,4.90E-07,1.08E-05,21.97135598,,
Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,0,female,27,9.50E-07,2.43E-05,25.60347716,,
Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila virilis,0,female,10,1.67E-06,3.34E-05,20.00643797,,
Arthropoda,Insecta,Diptera,Drosophilidae,Drosophila,Drosophila mimica,0,female,14,2.44E-06,3.34E-05,13.69488313,,
Arthropoda,Insecta,Hymenoptera,Formicidae,Camponotus,Camponotus vicinus,Bicolored Carpenter Ant,female,8,0.0001074,0.000145489,1.354642314,,
Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,Western Honey Bee,female,10,,,4.553333333,,
Arthropoda,Insecta,Coleoptera,Tenebrionidae,Onymacris,Onymacris unguicularis,Black Fog-basking Namib Darkling,,6,0.000737,0.000180156,0.244444444,,
Arthropoda,Insecta,Odonata,Aeschnidae,Anax,Anax junius,Common Green Darner,both,7,0.001019,0.004085506,4.009328603,,
Arthropoda,Insecta,Odonata,Libellulidae,Brachymesia,Brachymesia gravida,Four-spotted Pennant,both,8,0.000344,0.001532065,4.453676432,,
Arthropoda,Insecta,Odonata,Libellulidae,Erythemis,Erythemis simplicicollis,Eastern Pondhawk,both,8,0.000263,0.000864242,3.286089815,,
Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax berenice,Seaside Dragonlet,both,8,0.000125,0.000432121,3.456966486,,
Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax connata,0,male,7,5.20E-05,0.000188562,3.626188621,,
Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax connata,0,both,14,4.90E-05,0.000271058,5.531787744,,
Arthropoda,Insecta,Odonata,Libellulidae,Erythrodiplax,Erythrodiplax connata,0,male,7,4.90E-05,0.000274986,5.611958581,,
Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula auripennis,Golden-winged Skimmer,both,8,0.000464,0.00137493,2.963210889,,
Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula needhami,Needham's Skimmer,both,8,0.000518,0.001649916,3.185165681,,
Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula spp. (combined),0,both,8,0.000419,0.001257079,3.000187881,,
Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula spp. (combined),0,both,7,0.000491,0.001532065,3.12029469,,
Arthropoda,Insecta,Odonata,Libellulidae,Libellula,Libellula spp. (combined),0,both,7,0.000443,0.001571348,3.547061857,,
Arthropoda,Insecta,Odonata,Libellulidae,Miathyria,Miathyria marcella,Hyacinth Glider,both,8,0.000171,0.000754247,4.410802534,,
Arthropoda,Insecta,Odonata,Libellulidae,Miathyria,Miathyria marcella,Hyacinth Glider,both,12,0.000184,0.001099944,5.97795588,,
Arthropoda,Insecta,Odonata,Libellulidae,Miathyria,Miathyria marcella,Hyacinth Glider,both,8,0.000172,0.001021376,5.938235243,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,male,8,2.00E-04,0.000533333,2.666666667,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,both,8,0.000186,0.000620683,3.337003328,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,both,8,2.00E-04,0.000777778,3.888888889,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,both,16,0.00019,0.000707107,3.721614638,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,both,8,0.000187,0.00075,4.010695187,,
Arthropoda,Insecta,Odonata,Libellulidae,Pachydiplax,Pachydiplax longipennis,Blue Dasher,both,8,0.000192,0.0008446,4.398957117,,
Arthropoda,Insecta,Odonata,Libellulidae,Pantala,Pantala flavescens,Wandering Glider,both,6,0.000339,0.001649916,4.867008327,,
Arthropoda,Insecta,Odonata,Libellulidae,Perithemis,Perithemis tenera,Eastern Amberwing,male,9,6.10E-05,0.000326055,5.34516055,,
Arthropoda,Insecta,Odonata,Libellulidae,Tramea,Tramea carolina,Carolina Saddlebags,both,10,0.000383,0.001767767,4.615579512,,
Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio laevis,0,female,54,1.41E-05,0.000252011,17.88581342,,
Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,Porcellio laevis,0,female,55,1.80E-05,0.000330811,18.38861096,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,6.00E-07,2.00E-06,3.333333333,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,6.00E-07,2.22E-06,3.703703704,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,7.00E-07,1.33E-06,1.904761905,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,6.80E-07,1.56E-06,2.287581699,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,6.80E-07,1.56E-06,2.287581699,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,7.00E-07,2.00E-06,2.857142857,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,6.80E-07,1.11E-06,1.633986928,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,5,7.80E-07,1.78E-06,2.279202279,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.20E-06,2.00E-06,1.666666667,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.17E-06,4.22E-06,3.608736942,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.20E-06,3.11E-06,2.592592593,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.20E-06,3.56E-06,2.962962963,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.33E-06,2.89E-06,2.172096909,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.30E-06,2.44E-06,1.88034188,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.30E-06,1.56E-06,1.196581197,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.37E-06,2.00E-06,1.459854015,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.37E-06,4.44E-06,3.244120032,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,3,1.50E-06,3.56E-06,2.37037037,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,1.60E-06,4.00E-06,2.5,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,1.70E-06,7.33E-06,4.31372549,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,1.80E-06,6.89E-06,3.827160494,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,1.90E-06,1.13E-05,5.964912281,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,1.90E-06,5.78E-06,3.040935673,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,2.00E-06,5.56E-06,2.777777778,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,2.00E-06,3.11E-06,1.555555556,,
Arthropoda,Malacostraca,Isopoda,Trichoniscidae,Trichoniscus,Trichoniscus pusillus,Common Pygmy Woodlouse,,1,2.10E-06,1.02E-05,4.867724868,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus nivalis,Caucasian Snow Vole,,1,0.0333,0.7067,21.22222222,,
Chordata,Mammalia,Rodentia,Dipodidae,Zapus,Zapus hudsonius,Northern Meadow Jumping Mouse,,1,0.03,0.25,8.333333333,,
Chordata,Mammalia,Rodentia,Heteromyodae,Perognathus,Perognathus californicus,California Pocket Mouse,,1,0.022,0.118555556,5.388888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Myopus,Myopus schisticolor,wood lemming,,10,0.0282,0.5546,19.66666667,,
Chordata,Mammalia,Rodentia,Bathyergidae,Fukomys,Fukomys mechowi,Giant Molerat,,6,0.267,0.89,3.333333333,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus breweri,Muskeget Vole,male,8,0.0531,0.409444444,7.710818163,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus pennsylvanicus,Eastern Meadow Vole,male,10,0.0447,0.446666667,9.992542878,,
Chordata,Mammalia,Rodentia,Octodontidae,Octomys,Octomys mimax,Mountain Viscacha Rat,,8,0.1186,0.639122222,5.388888889,,
Chordata,Mammalia,Rodentia,Octodontidae,Tympanoctomys,Tympanoctomys barrerae,Plains Viscacha Rat,,1,0.0518,0.359722222,6.944444444,,
Chordata,Mammalia,Rodentia,Octodontidae,Tympanoctomys,Tympanoctomys barrerae,Plains Viscacha Rat,,1,0.091,0.455,5,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,male,1,0.1065,0.852,8,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,male,1,0.1113,0.618333333,5.555555556,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,female,1,0.1091,0.666722222,6.111111111,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,female,1,0.1129,0.5645,5,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,male,1,0.1121,0.647688889,5.777777778,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,female,1,0.1186,0.751133333,6.333333333,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,female,1,0.1192,0.768177778,6.444444444,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,male,1,0.1159,0.798422222,6.888888889,,
Chordata,Mammalia,Rodentia,Bathyergidae,Georychus,Georychus capensis,Cape Molerat,female,1,0.28,2.38,8.5,,
Chordata,Mammalia,Rodentia,Muridae,Gerbillus,Gerbillus allenbyi,Anderson's Gerbil,,1,0.0353,0.215722222,6.111111111,,
Chordata,Mammalia,Rodentia,Muridae,Gerbillus,Gerbillus nanus,Baluchistan Gerbil,,1,0.0284,0.123066667,4.333333333,,
Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,Cryptomys sp.,0,,10,0.0819,0.5096,6.222222222,,
Chordata,Mammalia,Rodentia,Bathyergidae,Fukomys,Fukomys damarensis,Damara Molerat,,1,0.124,0.392666667,3.166666667,,
Chordata,Mammalia,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus rufescens,Rufous Bettong,,4,2.82,5.9784,2.12,,
Chordata,Mammalia,Rodentia,Sciuridae,Eutamias,Eutamias minimus borealis,0,,1,0.0493,0.5,10.14198783,,
Chordata,Mammalia,Rodentia,Sciuridae,Eutamias,Eutamias minimus oreocetes,0,,1,0.0458,0.444444444,9.704027171,,
Chordata,Mammalia,Rodentia,Sciuridae,Eutamias,Eutamias amoenus luteiventris,0,,1,0.0573,0.488888889,8.532092302,,
Chordata,Mammalia,Rodentia,Sciuridae,Otospermophilus,Otospermophilus beecheyi,California Ground Squirrel,,10,0.5996,1.765488889,2.944444444,,
Chordata,Mammalia,Eulipotyphla,Erinaceidae,Erinaceus,Erinaceus concolor,Southern White-breasted Hedgehog,,25,0.8227,1.928774444,2.344444444,,
Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax ehrenbergi,Middle Eastern Molerat,,5,0.104,0.595111111,5.722222222,,
Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax ehrenbergi,Middle Eastern Molerat,,6,0.128,0.611555556,4.777777778,,
Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax ehrenbergi,Middle Eastern Molerat,,4,0.117,0.5525,4.722222222,,
Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax ehrenbergi,Middle Eastern Molerat,,4,0.124,0.599333333,4.833333333,,
Chordata,Mammalia,Rodentia,Spalacidae,Spalax,Spalax ehrenbergi,Middle Eastern Molerat,,4,0.121,0.416777778,3.444444444,,
Chordata,Mammalia,Chiroptera,Hipposideridae,Rhinonicteris,Rhinonicteris aurantia,Orange Leaf-nosed Bat,,54,0.00827,0.090051111,10.88888889,,
Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus schreibersii,Schreibers' Long-fingered Bat,,40,0.01091,0.144254444,13.22222222,,
Chordata,Mammalia,Chiroptera,Miniopteridae,Miniopterus,Miniopterus gigas,0,,9,0.1072,0.524088889,4.888888889,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus rozeti,North African Sengi,,7,0.04531,0.265566944,5.861111111,,
Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,Elephantulus myurus,Eastern Rock Sengi,,7,0.06297,0.3683745,5.85,,
Chordata,Mammalia,Chiroptera,Megadermatidae,Macroderma,Macroderma gigas,Ghost Bat,,6,0.15,0.783333333,5.222222222,,
Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus longimembris,Little Pocket Mouse,,9,0.00823,0.048922778,5.944444444,,
Chordata,Mammalia,Rodentia,Heteromyidae,Perognathus,Perognathus hispidus,Hispid Pocket Mouse,,4,0.0395,0.274305556,6.944444444,,
Chordata,Mammalia,Rodentia,Sciuridae,Tamias,Tamias striatus,Eastern Chipmunk,,13,0.0874,0.500122222,5.722222222,,
Chordata,Mammalia,Rodentia,Sciuridae,Cynomys,Cynomys ludovicianus,Black-tailed Prairie Dog,,12,1.1123,2.366666667,2.127723336,,
Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,Tragulus javanicus,Javan Chevrotain,,1,1.613,9.077605556,5.627777778,,
Chordata,Mammalia,Artiodactyla,Tragulidae,Tragulus,Tragulus javanicus,Javan Chevrotain,,1,1.613,8.95215,5.55,,
Chordata,Mammalia,Perissodactyla,Equidae,Equus,Equus Asinus,Domestic Ass,,2,105.5,210.6483333,1.996666667,,
Chordata,Mammalia,Artiodactyla,Camelidae,Lama,Lama glama,Llama,male,2,115,147.2,1.28,,
Chordata,Mammalia,Artiodactyla,Bovidae,Madoqua,Madoqua kirkii,Cavendish's Dik-Dik,male,7,3.97,11.46888889,2.888888889,,
Chordata,Mammalia,Rodentia,Cricetidae,Microtus,Microtus oeconomus,Tundra Vole,,6,0.032,0.56,17.5,,
Chordata,Mammalia,Rodentia,Cricetidae,Dicrostonyx,Dicrostonyx groenlandicus,Northern Collared Lemming,,6,0.047,0.513333333,10.92198582,,
Chordata,Mammalia,Rodentia,Cricetidae,Lemmus,Lemmus trimucronatus,Nearctic Brown Lemming,,6,0.064,0.876666667,13.69791667,,
